条目,订单ID,应用名称,应用Key,产品名称,产品ID,用户id,服务器ID,游戏ID,支付金额(元),创建时间,支付时间,通知时间,回调地址,支付渠道,应用订单号,应用扩展字段
350,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,45691745,,,50,2014-3-15 11:03,2014-3-15 11:03,2014-3-15 11:03,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,500元宝
351,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,300元宝,1.10032E+20,45691745,,,30,2014-3-15 11:04,2014-3-15 11:04,2014-3-15 11:04,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,300元宝
352,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,200元宝,1.10032E+20,777644203,,,20,2014-3-15 11:04,2014-3-15 11:05,2014-3-15 11:05,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,200元宝
353,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,45691745,,,5,2014-3-15 11:05,2014-3-15 11:05,2014-3-15 11:05,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,50元宝
354,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,460217441,,,5,2014-3-15 11:06,2014-3-15 11:06,2014-3-15 11:06,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,50元宝
355,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,612418670,,,5,2014-3-15 11:09,2014-3-15 11:09,2014-3-15 11:09,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,50元宝
356,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,334164404,,,200,2014-3-15 11:09,2014-3-15 11:09,2014-3-15 11:09,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,2000元宝
357,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,503906321,,,50,2014-3-15 11:09,2014-3-15 11:09,2014-3-15 11:09,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,信用卡,1.10E+20,500元宝
358,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,268101574,,,100,2014-3-15 11:09,2014-3-15 11:09,2014-3-15 11:09,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,1000元宝
359,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,612418670,,,200,2014-3-15 11:10,2014-3-15 11:10,2014-3-15 11:10,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,2000元宝
360,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,393197014,,,100,2014-3-15 11:15,2014-3-15 11:15,2014-3-15 11:15,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,1000元宝
361,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,280301162,,,100,2014-3-15 11:19,2014-3-15 11:19,2014-3-15 11:19,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,1000元宝
362,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,147192793,,,50,2014-3-15 11:19,2014-3-15 11:19,2014-3-15 11:19,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,信用卡,1.10E+20,500元宝
363,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,263084869,,,5,2014-3-15 11:26,2014-3-15 11:26,2014-3-15 11:26,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,50元宝
364,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,608684123,,,100,2014-3-15 11:26,2014-3-15 11:27,2014-3-15 11:27,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,信用卡,1.10E+20,1000元宝
365,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,478816394,,,200,2014-3-15 11:28,2014-3-15 11:29,2014-3-15 11:29,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,2000元宝
366,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,353492104,,,5,2014-3-15 11:29,2014-3-15 11:30,2014-3-15 11:30,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,50元宝
367,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,696407180,,,200,2014-3-15 11:29,2014-3-15 11:30,2014-3-15 11:30,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,骏网卡,1.10E+20,2000元宝
368,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,201608480,,,5,2014-3-15 11:30,2014-3-15 11:30,2014-3-15 11:30,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,50元宝
369,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,779616899,,,10,2014-3-15 11:42,2014-3-15 11:43,2014-3-15 11:43,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,100元宝
370,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,260092027,,,5,2014-3-15 11:43,2014-3-15 11:44,2014-3-15 11:44,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,50元宝
371,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,775584232,,,5,2014-3-15 11:45,2014-3-15 11:45,2014-3-15 11:45,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,50元宝
372,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,740644893,,,5,2014-3-15 11:48,2014-3-15 11:48,2014-3-15 11:48,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,50元宝
373,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,201389451,,,5,2014-3-15 11:48,2014-3-15 11:48,2014-3-15 11:48,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,50元宝
374,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,201389451,,,50,2014-3-15 11:49,2014-3-15 11:50,2014-3-15 11:50,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,500元宝
375,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,275005803,,,5,2014-3-15 11:50,2014-3-15 11:50,2014-3-15 11:50,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,信用卡,1.10E+20,50元宝
376,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,300元宝,1.10032E+20,201389451,,,30,2014-3-15 11:50,2014-3-15 11:51,2014-3-15 11:51,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,300元宝
377,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,749985506,,,5,2014-3-15 11:51,2014-3-15 11:51,2014-3-15 11:51,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,50元宝
378,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,189430206,,,5,2014-3-15 11:51,2014-3-15 11:52,2014-3-15 11:52,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,50元宝
379,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,255697754,,,5,2014-3-15 11:51,2014-3-15 11:52,2014-3-15 11:52,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,50元宝
380,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,289475947,,,50,2014-3-15 11:52,2014-3-15 11:53,2014-3-15 11:53,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,500元宝
381,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,289475947,,,10,2014-3-15 11:54,2014-3-15 11:55,2014-3-15 11:55,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,100元宝
382,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,263084869,,,500,2014-3-15 11:54,2014-3-15 11:55,2014-3-15 11:55,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,5000元宝
383,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,300元宝,1.10032E+20,412398184,,,30,2014-3-15 11:57,2014-3-15 11:58,2014-3-15 11:58,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,300元宝
384,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,651853274,,,5,2014-3-15 12:01,2014-3-15 12:02,2014-3-15 12:02,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,50元宝
385,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,740474866,,,5,2014-3-15 12:03,2014-3-15 12:03,2014-3-15 12:03,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,信用卡,1.10E+20,50元宝
386,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,334164404,,,200,2014-3-15 12:04,2014-3-15 12:05,2014-3-15 12:05,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,2000元宝
387,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,334164404,,,100,2014-3-15 12:05,2014-3-15 12:05,2014-3-15 12:05,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,1000元宝
388,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,478816394,,,200,2014-3-15 12:05,2014-3-15 12:05,2014-3-15 12:05,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,2000元宝
389,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,478816394,,,100,2014-3-15 12:08,2014-3-15 12:08,2014-3-15 12:08,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,1000元宝
390,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,428035442,,,5,2014-3-15 12:09,2014-3-15 12:09,2014-3-15 12:09,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,50元宝
391,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,621899538,,,5,2014-3-15 12:09,2014-3-15 12:09,2014-3-15 12:09,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,50元宝
392,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,280796826,,,200,2014-3-15 12:09,2014-3-15 12:09,2014-3-15 12:09,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,信用卡,1.10E+20,2000元宝
393,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,386786507,,,200,2014-3-15 12:11,2014-3-15 12:11,2014-3-15 12:11,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,信用卡,1.10E+20,2000元宝
394,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,410394635,,,5,2014-3-15 12:12,2014-3-15 12:12,2014-3-15 12:12,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,50元宝
395,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,386786507,,,200,2014-3-15 12:12,2014-3-15 12:12,2014-3-15 12:12,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,信用卡,1.10E+20,2000元宝
396,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,428035442,,,10,2014-3-15 12:12,2014-3-15 12:12,2014-3-15 12:12,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,100元宝
397,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,386786507,,,100,2014-3-15 12:12,2014-3-15 12:12,2014-3-15 12:12,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,信用卡,1.10E+20,1000元宝
398,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,477985248,,,200,2014-3-15 12:15,2014-3-15 12:15,2014-3-15 12:15,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,2000元宝
399,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,317400287,,,200,2014-3-15 12:16,2014-3-15 12:17,2014-3-15 12:17,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,2000元宝
400,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,317400287,,,200,2014-3-15 12:17,2014-3-15 12:17,2014-3-15 12:17,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,2000元宝
401,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,317400287,,,100,2014-3-15 12:18,2014-3-15 12:18,2014-3-15 12:18,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,1000元宝
402,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,768012648,,,100,2014-3-15 12:18,2014-3-15 12:19,2014-3-15 12:19,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,1000元宝
403,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,367854863,,,10,2014-3-15 12:20,2014-3-15 12:22,2014-3-15 12:22,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,银联支付,1.10E+20,100元宝
404,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,133157798,,,10,2014-3-15 12:20,2014-3-15 12:23,2014-3-15 12:23,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,银联支付,1.10E+20,100元宝
405,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,30731315,,,100,2014-3-15 12:22,2014-3-15 12:25,2014-3-15 12:25,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,1000元宝
406,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,597846520,,,5,2014-3-15 12:23,2014-3-15 12:24,2014-3-15 12:24,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,50元宝
407,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,19009610,,,5,2014-3-15 12:23,2014-3-15 12:24,2014-3-15 12:24,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,50元宝
408,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,332376354,,,500,2014-3-15 12:26,2014-3-15 12:27,2014-3-15 12:27,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,5000元宝
409,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,200元宝,1.10032E+20,133157798,,,20,2014-3-15 12:26,2014-3-15 12:28,2014-3-15 12:28,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,银联支付,1.10E+20,200元宝
410,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,330333828,,,50,2014-3-15 12:29,2014-3-15 12:29,2014-3-15 12:29,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,500元宝
411,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,200元宝,1.10032E+20,133157798,,,20,2014-3-15 12:29,2014-3-15 12:32,2014-3-15 12:32,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,银联支付,1.10E+20,200元宝
412,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,478816394,,,200,2014-3-15 12:30,2014-3-15 12:30,2014-3-15 12:30,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,2000元宝
413,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,780959554,,,5,2014-3-15 12:30,2014-3-15 12:30,2014-3-15 12:30,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,50元宝
414,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,740947669,,,10,2014-3-15 12:31,2014-3-15 12:31,2014-3-15 12:31,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,100元宝
415,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,330333828,,,50,2014-3-15 12:31,2014-3-15 12:31,2014-3-15 12:31,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,500元宝
416,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,276185447,,,5,2014-3-15 12:33,2014-3-15 12:35,2014-3-15 12:35,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,50元宝
417,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,463719494,,,10,2014-3-15 12:35,2014-3-15 12:36,2014-3-15 12:36,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,100元宝
418,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,463719494,,,500,2014-3-15 12:37,2014-3-15 12:38,2014-3-15 12:38,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,5000元宝
419,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,267394355,,,100,2014-3-15 12:39,2014-3-15 12:40,2014-3-15 12:40,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,1000元宝
420,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,659907280,,,200,2014-3-15 12:41,2014-3-15 12:42,2014-3-15 12:42,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,2000元宝
421,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,303734022,,,5,2014-3-15 12:43,2014-3-15 12:43,2014-3-15 12:43,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,50元宝
422,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,552246818,,,5,2014-3-15 12:45,2014-3-15 12:45,2014-3-15 12:45,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,50元宝
423,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,328297426,,,5,2014-3-15 12:46,2014-3-15 12:46,2014-3-15 12:46,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,50元宝
424,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,633784092,,,200,2014-3-15 12:47,2014-3-15 12:47,2014-3-15 12:47,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,信用卡,1.10E+20,2000元宝
425,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,318504261,,,50,2014-3-15 12:48,2014-3-15 12:48,2014-3-15 12:48,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,500元宝
426,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,382966100,,,100,2014-3-15 12:48,2014-3-15 12:49,2014-3-15 12:49,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,神州行充值卡,1.10E+20,1000元宝
427,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,250945838,,,10,2014-3-15 12:48,2014-3-15 12:49,2014-3-15 12:49,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,信用卡,1.10E+20,100元宝
428,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,318504261,,,50,2014-3-15 12:52,2014-3-15 12:52,2014-3-15 12:52,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,500元宝
429,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,323114875,,,50,2014-3-15 12:59,2014-3-15 12:59,2014-3-15 13:00,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,500元宝
430,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,430827960,,,100,2014-3-15 13:00,2014-3-15 13:01,2014-3-15 13:01,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,1000元宝
431,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,273401931,,,5,2014-3-15 13:00,2014-3-15 13:01,2014-3-15 13:01,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,储蓄卡支付,1.10E+20,50元宝
432,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,478816394,,,200,2014-3-15 13:01,2014-3-15 13:01,2014-3-15 13:01,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,2000元宝
433,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,609367057,,,50,2014-3-15 13:02,2014-3-15 13:05,2014-3-15 13:05,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,500元宝
434,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,317400287,,,50,2014-3-15 13:02,2014-3-15 13:03,2014-3-15 13:03,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,联通充值卡,1.10E+20,500元宝
435,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,478816394,,,100,2014-3-15 13:03,2014-3-15 13:03,2014-3-15 13:03,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,1000元宝
436,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,575720890,,,500,2014-3-15 13:03,2014-3-15 13:04,2014-3-15 13:04,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,银联支付,1.10E+20,5000元宝
437,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,641273378,,,5,2014-3-15 13:03,2014-3-15 13:03,2014-3-15 13:03,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,50元宝
438,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,37641596,,,100,2014-3-15 13:03,2014-3-15 13:04,2014-3-15 13:04,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,1000元宝
439,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,10000元宝,1.10032E+20,448800242,,,1000,2014-3-15 13:06,2014-3-15 13:06,2014-3-15 13:06,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,360币,1.10E+20,10000元宝
440,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,561323750,,,5,2014-3-15 13:08,2014-3-15 13:08,2014-3-15 13:08,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,50元宝
441,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,10000元宝,1.10032E+20,245900761,,,1000,2014-3-15 13:09,2014-3-15 13:09,2014-3-15 13:09,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,10000元宝
442,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,325389949,,,100,2014-3-15 13:09,2014-3-15 13:10,2014-3-15 13:10,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,神州行充值卡,1.10E+20,1000元宝
443,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,539750967,,,200,2014-3-15 13:10,2014-3-15 13:10,2014-3-15 13:10,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,手机支付宝,1.10E+20,2000元宝
444,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,745735684,,,5,2014-3-15 13:13,2014-3-15 13:13,2014-3-15 13:13,http://wapi.ldsg.lodogame.com:8088/webApi/qhPayment.do,信用卡,1.10E+20,50元宝
"TOTAL 444 orders, 21047.95 Yuan"
